customerID,Churn,ChurnFlag,tenure,tenure_band,MonthlyCharges,monthly_band,TotalCharges,customer_value,services_count,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Partner_bin,Dependents_bin,PhoneService_bin,PaperlessBilling_bin,OnlineSecurity_active,OnlineBackup_active,DeviceProtection_active,TechSupport_active,StreamingTV_active,StreamingMovies_active,MultipleLines_active
7163-OCEQI,No,0,22,13-24,78.65,"(58.83, 79.1]",1663.75,1730.3000000000002,5,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1,1,1,1,0,0,1,1,1,1,1
9782-LGXMC,No,0,49,49-72,61.75,"(58.83, 79.1]",3024.15,3025.75,3,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1,1,1,0,1,0,1,1,0,0,0
5975-BAICR,No,0,36,25-48,63.7,"(58.83, 79.1]",2188.5,2293.2000000000003,3,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),1,1,1,1,1,0,1,0,0,1,0
8019-ENHXU,Yes,1,42,25-48,99.45,"(94.25, 118.75]",4138.05,4176.900000000001,5,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,1,1,1,0,1,1
5167-GBFRE,Yes,1,4,1-6,25.2,"(25.05, 58.83]",102.5,100.8,0,Male,1,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0,0,1,0,0,0,0,0,0,0
9033-EOXWV,Yes,1,12,7-12,74.05,"(58.83, 79.1]",872.65,888.5999999999999,4,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,0,0,1,0,0,0,0,1,1,1,1
4673-KKSLS,No,0,31,25-48,87.6,"(79.1, 94.25]",2724.25,2715.6,3,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0,0,1,0,1,0,1,1,0,0,0
4853-OITSN,No,0,5,1-6,89.15,"(79.1, 94.25]",413.25,445.75,3,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,1,0,0,0,0,1,1
9800-OUIGR,No,0,66,49-72,20.0,"(18.249, 25.05]",1374.2,1320.0,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,1,1,0,0,0,0,0,0,0,0
1324-NLTJE,Yes,1,15,13-24,55.0,"(25.05, 58.83]",757.1,825.0,2,Female,1,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0,0,1,0,0,0,0,1,0,0,1
2324-EFHVG,No,0,64,49-72,104.4,"(94.25, 118.75]",6692.65,6681.6,5,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0,1,1,0,1,1,0,1,1,1
7094-MSZAO,No,0,10,7-12,20.05,"(18.249, 25.05]",218.5,200.5,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1,1,1,1,0,0,0,0,0,0,0
1522-VVDMG,Yes,1,7,7-12,89.75,"(79.1, 94.25]",608.8,628.25,3,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1,1,1,1,0,1,0,1,1,0,0
6907-CQGPN,No,0,29,25-48,34.3,"(25.05, 58.83]",1004.75,994.6999999999999,2,Male,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0,0,0,0,0,1,0,1,0,0,0
0780-XNZFN,No,0,57,49-72,20.65,"(18.249, 25.05]",1125.6,1177.05,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0,1,0,0,0,0,0,0,0,0
0239-OXEXL,No,0,46,25-48,84.25,"(79.1, 94.25]",3847.6,3875.5,3,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,1,1,0,0,0,0,1
2675-IJRGJ,No,0,53,49-72,19.65,"(18.249, 25.05]",978.0,1041.4499999999998,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0,1,0,0,0,0,0,0,0,0
7049-GKVZY,No,0,17,13-24,79.85,"(79.1, 94.25]",1387.35,1357.4499999999998,5,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),0,0,1,0,1,1,0,1,1,1,0
8577-QSOCG,No,0,38,25-48,20.2,"(18.249, 25.05]",746.05,767.6,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
3721-CNZHX,No,0,15,13-24,19.8,"(18.249, 25.05]",304.6,297.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
0212-ISBBF,No,0,22,13-24,50.35,"(25.05, 58.83]",1098.85,1107.7,3,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,0,1,0,1,0,0,1,1,0
9185-TQCVP,Yes,1,14,13-24,85.15,"(79.1, 94.25]",1139.2,1192.1000000000001,2,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,0,1,1
3585-YNADK,No,0,57,49-72,74.6,"(58.83, 79.1]",4368.95,4252.2,5,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),1,0,1,0,0,1,1,1,1,0,1
5271-DBYSJ,No,0,11,7-12,79.15,"(79.1, 94.25]",827.7,870.6500000000001,1,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,0,0,0,1,0
1099-GODLO,No,0,1,1-6,20.35,"(18.249, 25.05]",20.35,20.35,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,0
6828-HMKWP,No,0,12,7-12,21.05,"(18.249, 25.05]",262.05,252.60000000000002,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,1,1,0,0,0,0,0,0,0,0
5567-WSELE,Yes,1,3,1-6,94.6,"(94.25, 118.75]",279.55,283.79999999999995,3,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,1,1,1
1472-TNCWL,No,0,36,25-48,94.7,"(94.25, 118.75]",3512.5,3409.2000000000003,3,Male,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,1,1,1,0,1,0,0,1,1,0
8063-RJYNF,Yes,1,16,13-24,94.25,"(79.1, 94.25]",1483.25,1508.0,3,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,0,0,1,1,0
0687-ZVTHB,Yes,1,65,49-72,72.45,"(58.83, 79.1]",4653.85,4709.25,5,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),1,1,1,0,1,1,1,0,0,1,1
2080-GKCWQ,No,0,2,1-6,74.95,"(58.83, 79.1]",151.75,149.9,1,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,0,1,0,0,1,0,0,0,0,0
9661-ACXBS,Yes,1,42,25-48,105.2,"(94.25, 118.75]",4400.75,4418.400000000001,5,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,1,0,1,1,1
2193-SFWQW,No,0,72,49-72,111.95,"(94.25, 118.75]",8033.1,8060.400000000001,6,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1,1,1,0,1,1,1,1,1,1,0
5656-JAMLX,No,0,62,49-72,19.85,"(18.249, 25.05]",1253.65,1230.7,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0,1,0,0,0,0,0,0,0,0
3462-BJQQA,No,0,6,1-6,89.75,"(79.1, 94.25]",552.65,538.5,3,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,1,0,1
0442-TDYUO,No,0,48,25-48,20.05,"(18.249, 25.05]",1036.0,962.4000000000001,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1,0,1,1,0,0,0,0,0,0,0
6733-LRIZX,No,0,35,25-48,108.95,"(94.25, 118.75]",4025.5,3813.25,6,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,0,1,1,1,0,1,1,1,1,1
9503-XJUME,No,0,52,49-72,19.65,"(18.249, 25.05]",928.4,1021.8,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,1,1,0,0,0,0,0,0,0,0
4367-NHWMM,No,0,1,1-6,24.9,"(18.249, 25.05]",24.9,24.9,0,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,0,1,0,0,0,0,0,0,0
3727-RJMEO,Yes,1,6,1-6,82.85,"(79.1, 94.25]",460.25,497.09999999999997,2,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,1,0,1
3779-OSWCF,No,0,71,49-72,93.2,"(79.1, 94.25]",6506.15,6617.2,7,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1,0,1,0,1,1,1,1,1,1,1
6736-DHUQI,No,0,67,49-72,84.8,"(79.1, 94.25]",5598.3,5681.599999999999,3,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),1,1,1,0,1,1,1,0,0,0,0
3915-ODIYG,No,0,60,49-72,71.75,"(58.83, 79.1]",4374.55,4305.0,4,Male,1,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,0,0,1,1,1,1,0,0,0,1,1
1360-RCYRT,No,0,23,13-24,30.35,"(25.05, 58.83]",678.75,698.0500000000001,1,Male,0,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1,1,0,1,0,0,0,1,0,0,0
2724-FJDYW,No,0,39,25-48,54.85,"(25.05, 58.83]",2191.7,2139.15,4,Male,0,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0,1,0,0,0,0,1,1,1,1,0
4451-RWASJ,No,0,15,13-24,19.5,"(18.249, 25.05]",239.75,292.5,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
6646-VRFOL,Yes,1,53,49-72,103.85,"(94.25, 118.75]",5485.5,5504.049999999999,5,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,1,1,0,1,1,1
3460-TJBWI,No,0,24,13-24,24.2,"(18.249, 25.05]",609.05,580.8,1,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,1
5917-HBSDW,No,0,37,25-48,19.35,"(18.249, 25.05]",683.75,715.95,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,1,1,0,0,0,0,0,0,0,0
5685-IIXLY,Yes,1,5,1-6,83.6,"(79.1, 94.25]",404.2,418.0,2,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,1,1,1,0,1,0,0,0,1,0
5671-UUNXD,No,0,50,49-72,100.65,"(94.25, 118.75]",5189.75,5032.5,4,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,1,0,1,1,0,0,0,1,1,1,1
0956-ACVZC,No,0,54,49-72,94.1,"(79.1, 94.25]",5060.9,5081.4,3,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0,0,1,1,0,0,1,0,1,1,0
2325-NBPZG,No,0,3,1-6,74.55,"(58.83, 79.1]",233.65,223.64999999999998,1,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,0,0,0,0,0
4250-ZBWLV,Yes,1,68,49-72,108.45,"(94.25, 118.75]",7176.55,7374.6,6,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,0,0,1,0,0,1,1,1,1,1,1
4482-FTFFX,No,0,5,1-6,56.15,"(25.05, 58.83]",291.45,280.75,2,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0,0,1,0,0,0,1,1,0,0,0
8859-DZTGQ,No,0,33,25-48,20.35,"(18.249, 25.05]",689.75,671.5500000000001,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
0440-MOGPM,No,0,41,25-48,80.55,"(79.1, 94.25]",3263.9,3302.5499999999997,5,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0,1,1,0,1,1,0,1,1,1
0020-JDNXP,No,0,34,25-48,61.25,"(58.83, 79.1]",1993.2,2082.5,5,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,1,1,0,0,1,0,1,1,1,1,0
3752-CQSJI,No,0,13,13-24,20.45,"(18.249, 25.05]",254.5,265.84999999999997,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
5025-GOOKI,No,0,20,13-24,18.9,"(18.249, 25.05]",347.65,378.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,0,0,0,0,0
4698-KVLLG,No,0,51,49-72,19.6,"(18.249, 25.05]",967.9,999.6,0,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
5095-AESKG,Yes,1,3,1-6,91.5,"(79.1, 94.25]",242.95,274.5,3,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0,1,1,0,1,0,0,0,1,1
2887-JPYLU,No,0,41,25-48,45.2,"(25.05, 58.83]",1841.9,1853.2,0,Female,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,1,1,0,0,0,0,0,0,0,0
4770-QAZXN,No,0,13,13-24,19.45,"(18.249, 25.05]",232.1,252.85,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
4896-CPRPF,No,0,35,25-48,25.45,"(25.05, 58.83]",809.25,890.75,1,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,1,1,0,0,0,0,0,0,0,1
1871-MOWRM,Yes,1,12,7-12,80.85,"(79.1, 94.25]",866.45,970.1999999999999,2,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1,0,1,0,1,0,0,1,0,0,0
9714-EDSUC,No,0,4,1-6,94.9,"(94.25, 118.75]",360.55,379.6,4,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,0,0,1,1,1,1,0,1,0,1,0
2027-OAQQC,Yes,1,43,25-48,49.05,"(25.05, 58.83]",2076.2,2109.15,3,Female,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0,0,1,0,0,1,0,1,1,0
0282-NVSJS,No,0,12,7-12,29.3,"(25.05, 58.83]",355.9,351.6,1,Female,1,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,1,0,1,0,0,0,1,0,0,0
9090-SGQXL,Yes,1,68,49-72,105.3,"(94.25, 118.75]",7299.65,7160.4,5,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,1,1,0,1,1,1
6595-YGXIT,Yes,1,25,25-48,88.95,"(79.1, 94.25]",2291.2,2223.75,3,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,1,0,1
7353-YOWFP,No,0,7,7-12,20.25,"(18.249, 25.05]",129.15,141.75,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
9835-ZIITK,Yes,1,66,49-72,110.85,"(94.25, 118.75]",7491.75,7316.099999999999,6,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,0,1,1,0,1,1,1,1,1,1
8008-ESFLK,No,0,53,49-72,110.5,"(94.25, 118.75]",5835.5,5856.5,6,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,1,0,1,0,1,1,1,1,1,1,0
7537-CBQUZ,No,0,63,49-72,109.4,"(94.25, 118.75]",7031.45,6892.200000000001,6,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0,1,1,1,1,1,0,1,1,1
1555-DJEQW,Yes,1,70,49-72,114.2,"(94.25, 118.75]",7723.9,7994.0,7,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,1,1,1,1,1,1,1,1,1,1
5649-TJHOV,Yes,1,27,25-48,36.5,"(25.05, 58.83]",1032.0,985.5,1,Male,1,Yes,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),1,0,0,0,0,0,0,0,0,1,0
0519-XUZJU,Yes,1,1,1-6,70.75,"(58.83, 79.1]",70.75,70.75,0,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
3363-EWLGO,No,0,5,1-6,19.95,"(18.249, 25.05]",109.6,99.75,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
4750-UKWJK,No,0,37,25-48,19.6,"(18.249, 25.05]",727.8,725.2,0,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1,0,1,0,0,0,0,0,0,0,0
6338-AVWCY,Yes,1,3,1-6,40.15,"(25.05, 58.83]",130.75,120.44999999999999,2,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0,0,0,1,0,0,1,0,1,0,0
1689-YQBYY,No,0,12,7-12,76.6,"(58.83, 79.1]",893.0,919.1999999999999,1,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,1,1,1,0,0,0,0,0,0,1
4487-ZYJZK,No,0,38,25-48,19.6,"(18.249, 25.05]",763.1,744.8000000000001,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1,1,1,0,0,0,0,0,0,0,0
2959-FENLU,No,0,9,7-12,85.3,"(79.1, 94.25]",781.4,767.6999999999999,2,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,1,0,0,1,0
0708-LGSMF,No,0,13,13-24,65.85,"(58.83, 79.1]",902.25,856.05,3,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,1,0,0,0,0,1,1
9253-QXKBE,Yes,1,29,25-48,94.45,"(94.25, 118.75]",2653.65,2739.05,3,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,1,1,1
7634-HLQJR,No,0,47,25-48,20.05,"(18.249, 25.05]",1016.7,942.35,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,1,1,0,0,0,0,0,0,0,0
0487-RPVUM,No,0,61,49-72,99.4,"(94.25, 118.75]",5943.65,6063.400000000001,5,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),1,0,1,0,1,0,1,1,1,0,1
4079-ULGFR,No,0,16,13-24,20.0,"(18.249, 25.05]",275.7,320.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
2516-XSJKX,No,0,41,25-48,78.45,"(58.83, 79.1]",3126.45,3216.4500000000003,5,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,1,1,1,0,1,1,0,1,1,1,0
0057-QBUQH,No,0,43,25-48,25.1,"(25.05, 58.83]",1070.15,1079.3,1,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,0,1,1,1,0,0,0,0,0,0,1
9445-SZLCH,Yes,1,36,25-48,97.35,"(94.25, 118.75]",3457.9,3504.6,4,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1,1,1,1,0,1,1,0,1,0,1
6599-SFQVE,No,0,6,1-6,55.0,"(25.05, 58.83]",340.4,330.0,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,1,0
8331-ZXFOE,No,0,58,49-72,71.1,"(58.83, 79.1]",4299.2,4123.799999999999,5,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0,0,1,1,1,1,1,1,0,0,1
4003-FUSHP,No,0,19,13-24,61.55,"(58.83, 79.1]",1093.2,1169.45,2,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,0,1,1,0,0
0356-ERHVT,No,0,11,7-12,45.9,"(25.05, 58.83]",521.9,504.9,0,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,0,1,1,0,0,0,0,0,0,0
7325-ENZFI,No,0,39,25-48,40.3,"(25.05, 58.83]",1630.4,1571.6999999999998,3,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0,0,0,1,1,1,0,1,0,0,0
4884-ZTHVF,No,0,8,7-12,87.1,"(79.1, 94.25]",713.6,696.8,2,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,1,0,0
3920-HIHMQ,No,0,26,25-48,49.5,"(25.05, 58.83]",1265.65,1287.0,1,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,1,1,1,0,0,0,0,0,0,1
3055-OYMSE,No,0,53,49-72,73.8,"(58.83, 79.1]",4003.85,3911.3999999999996,1,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,1,0,0,0,0,0
0613-WUXUM,No,0,70,49-72,19.2,"(18.249, 25.05]",1401.4,1344.0,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
7568-PODML,Yes,1,1,1-6,45.3,"(25.05, 58.83]",45.3,45.3,2,Male,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0,0,0,1,0,0,0,0,1,1,0
4458-KVRBJ,No,0,59,49-72,25.0,"(18.249, 25.05]",1510.5,1475.0,1,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,1
5349-IECLD,Yes,1,2,1-6,94.95,"(94.25, 118.75]",178.1,189.9,3,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0,0,1,0,0,0,1,0,1,1,0
1397-XKKWR,No,0,7,7-12,35.3,"(25.05, 58.83]",264.8,247.09999999999997,2,Male,0,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0,0,0,0,1,0,1,0,0,0,0
3945-GFWQL,Yes,1,12,7-12,44.55,"(25.05, 58.83]",480.6,534.5999999999999,0,Female,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,1,1,1,0,0,0,0,0,0,0
